gps_coords,timestamp_ms,anchor,protocol,rssi,snr,seq
"12.841927,80.153958",4574161,A3,LORA,-81,13.50,17335
"12.841927,80.153958",4574664,A3,LORA,-82,14.75,17336
"12.841927,80.153958",4575055,A5,LORA,-116,-10.00,18272
"12.841927,80.153958",4575162,A3,LORA,-83,13.50,17337
"12.841927,80.153958",4575264,A3,WIFI,-93,0,6
"12.841927,80.153958",4575453,A3,BLE,-88,0,43344
"12.841927,80.153958",4575554,A5,LORA,-114,-7.50,18273
"12.841927,80.153958",4575663,A3,LORA,-83,14.00,17338
"12.841927,80.153958",4576054,A5,LORA,-114,-7.50,18274
"12.841927,80.153958",4576162,A3,LORA,-85,12.25,17339
"12.841927,80.153958",4576664,A3,LORA,-83,13.00,17340
"12.841927,80.153958",4576888,A3,WIFI,-93,0,6
"12.841938,80.154014",4587365,A3,BLE,-90,0,43400
"12.841938,80.154014",4587484,A4,LORA,-119,-11.50,16648
