gps_coords,timestamp_ms,anchor,protocol,rssi,snr,seq
"12.842905,80.154001",544329,A4,LORA,-108,-2.50,3591
"12.842905,80.154001",544406,A5,LORA,-110,-3.75,5240
"12.842905,80.154001",544531,A3,LORA,-110,-4.00,4305
"12.842905,80.154001",544684,A4,BLE,-74,0,8979
"12.842905,80.154001",544831,A4,LORA,-106,-0.50,3592
"12.842905,80.154001",544905,A5,LORA,-112,-5.50,5241
"12.842905,80.154001",545032,A3,LORA,-106,0.25,4306
"12.842905,80.154001",545330,A4,LORA,-104,1.25,3593
"12.842905,80.154001",545405,A5,LORA,-115,-8.75,5242
"12.842905,80.154001",545531,A3,LORA,-102,2.50,4307
"12.842905,80.154001",545823,A4,WIFI,-77,0,6
"12.842905,80.154001",545823,A5,WIFI,-87,0,6
"12.842905,80.154001",545831,A4,LORA,-106,-0.75,3594
"12.842905,80.154001",546034,A3,LORA,-102,3.00,4308
"12.842905,80.154001",546330,A4,LORA,-102,3.50,3595
"12.842905,80.154001",546407,A5,LORA,-116,-10.25,5244
"12.842951,80.153969",568917,A5,LORA,-114,-10.00,5289
"12.842951,80.153969",569044,A3,LORA,-102,4.50,4354
"12.842951,80.153969",569417,A5,LORA,-108,-2.00,5290
"12.842951,80.153969",569543,A3,LORA,-101,5.75,4355
"12.842951,80.153969",569917,A5,LORA,-107,-0.75,5291
"12.842951,80.153969",570046,A3,LORA,-101,4.50,4356
"12.842951,80.153969",570419,A5,LORA,-114,-8.00,5292
"12.842951,80.153969",570544,A3,LORA,-102,4.00,4357
"12.842951,80.153969",570844,A4,LORA,-116,-9.50,3644
"12.842951,80.153969",571045,A3,LORA,-95,9.75,4358
"12.842951,80.153969",571136,A1,LORA,-116,-9.50,6086
"12.842951,80.153969",571139,A4,BLE,-90,0,9109
"12.842951,80.153969",571418,A5,LORA,-113,-7.00,5294
"12.842951,80.153969",571544,A3,LORA,-96,9.00,4359
"12.842951,80.153969",571636,A1,LORA,-118,-12.25,6087
"12.842951,80.153969",571784,A5,WIFI,-85,0,6
"12.842951,80.153969",571918,A5,LORA,-115,-8.25,5295
"12.842951,80.153969",572047,A3,LORA,-96,8.50,4360
"12.842951,80.153969",572064,A5,BLE,-92,0,13238
"12.842951,80.153969",572343,A4,LORA,-114,-8.50,3647
"12.842951,80.153969",572420,A5,LORA,-113,-6.75,5296
"12.842951,80.153969",572545,A3,LORA,-104,2.25,4361
"12.842951,80.153969",572845,A4,LORA,-111,-5.75,3648
"12.842951,80.153969",572919,A5,LORA,-111,-5.00,5297
"12.842951,80.153969",572990,A4,BLE,-86,0,9121
"12.842951,80.153969",573046,A3,LORA,-88,12.25,4362
"12.842951,80.153969",573344,A4,LORA,-113,-6.75,3649
"12.842951,80.153969",573408,A4,WIFI,-90,0,6
"12.842951,80.153969",573419,A5,LORA,-112,-6.00,5298
"12.842951,80.153969",573545,A3,LORA,-94,9.75,4363
"12.842951,80.153969",573845,A4,LORA,-118,-11.75,3650
"12.842951,80.153969",574048,A3,LORA,-100,5.50,4364
"12.842951,80.153969",574217,A4,BLE,-90,0,9124
"12.842951,80.153969",574421,A5,LORA,-113,-6.00,5300
"12.842951,80.153969",574539,A5,BLE,-93,0,13251
"12.842951,80.153969",574546,A3,LORA,-98,8.75,4365
"12.842951,80.153969",574920,A5,LORA,-113,-3.50,5301
"12.842951,80.153969",575043,A4,BLE,-85,0,9131
"12.842951,80.153969",575047,A3,LORA,-98,8.75,4366
"12.842951,80.153969",575546,A3,LORA,-93,10.00,4367
"12.842951,80.153969",575920,A5,LORA,-115,-9.25,5303
"12.842951,80.153969",575974,A5,BLE,-88,0,13255
"12.842951,80.153969",576049,A3,LORA,-95,8.75,4368
"12.842951,80.153969",576422,A5,LORA,-115,-8.75,5304
"12.842951,80.153969",576547,A3,LORA,-95,9.00,4369
"12.842951,80.153969",576635,A5,WIFI,-89,0,6
"12.842951,80.153969",576635,A4,WIFI,-92,0,6
"12.842951,80.153969",576891,A4,BLE,-92,0,9140
"12.842951,80.153969",576921,A5,LORA,-108,-1.25,5305
"12.842951,80.153969",577048,A3,LORA,-93,10.00,4370
"12.842951,80.153969",577346,A4,LORA,-114,-8.00,3657
"12.842951,80.153969",577421,A5,LORA,-111,-4.50,5306
"12.842951,80.153969",577547,A3,LORA,-94,9.50,4371
"12.842951,80.153969",577618,A5,BLE,-94,0,13266
"12.842951,80.153969",577921,A5,LORA,-106,-0.25,5307
"12.842951,80.153969",578050,A3,LORA,-94,9.50,4372
"12.842951,80.153969",578142,A1,LORA,-117,-10.50,6100
"12.842951,80.153969",578259,A4,WIFI,-88,0,6
"12.842951,80.153969",578259,A5,WIFI,-89,0,6
"12.842951,80.153969",578423,A5,LORA,-105,0.75,5308
"12.842951,80.153969",578548,A3,LORA,-96,7.75,4373
"12.842951,80.153969",578640,A1,LORA,-114,-7.50,6101
"12.842951,80.153969",578922,A5,LORA,-108,-1.75,5309
"12.842951,80.153969",579049,A3,LORA,-101,5.00,4374
"12.842951,80.153969",579247,A5,BLE,-89,0,13270
"12.842951,80.153969",579422,A5,LORA,-107,-1.00,5310
"12.842951,80.153969",579548,A3,LORA,-95,8.50,4375
"12.842951,80.153969",579640,A1,LORA,-117,-10.50,6103
"12.842951,80.153969",579922,A5,LORA,-110,-3.75,5311
"12.842951,80.153969",580051,A3,LORA,-99,5.50,4376
"12.842951,80.153969",580076,A5,BLE,-87,0,13278
"12.842951,80.153969",580143,A1,LORA,-116,-10.25,6104
"12.842951,80.153969",580156,A4,BLE,-96,0,9156
"12.842951,80.153969",580424,A5,LORA,-115,-9.75,5312
"12.842951,80.153969",580549,A3,LORA,-104,2.00,4377
"12.842951,80.153969",580641,A1,LORA,-117,-10.75,6105
"12.842951,80.153969",580923,A5,LORA,-114,-8.00,5313
"12.842951,80.153969",581050,A3,LORA,-101,4.75,4378
"12.842951,80.153969",581423,A5,LORA,-111,-4.50,5314
"12.842951,80.153969",581549,A3,LORA,-99,6.00,4379
"12.842951,80.153969",581923,A5,LORA,-112,-6.25,5315
"12.842951,80.153969",581994,A4,BLE,-93,0,9166
"12.842951,80.153969",582052,A3,LORA,-93,9.75,4380
"12.842951,80.153969",582231,A3,BLE,-94,0,10949
"12.842951,80.153969",582550,A3,LORA,-92,11.25,4381
"12.842951,80.153969",582924,A5,LORA,-110,-4.25,5317
"12.842951,80.153969",583051,A3,LORA,-93,9.50,4382
"12.842951,80.153969",583109,A5,WIFI,-83,0,6
"12.842951,80.153969",583424,A5,LORA,-111,-4.50,5318
"12.842951,80.153969",583551,A3,LORA,-91,11.00,4383
"12.842951,80.153969",583772,A5,BLE,-79,0,13297
"12.842951,80.153969",583849,A4,LORA,-114,-7.25,3670
"12.843031,80.153919",595930,A5,LORA,-112,-2.00,5343
"12.843031,80.153919",596059,A3,LORA,-106,-0.25,4408
"12.843031,80.153919",596150,A1,LORA,-113,-6.50,6136
"12.843031,80.153919",596432,A5,LORA,-113,-7.25,5344
"12.843031,80.153919",596557,A3,LORA,-109,-4.25,4409
"12.843031,80.153919",596649,A1,LORA,-97,6.75,6137
"12.843031,80.153919",596753,A4,BLE,-92,0,9239
"12.843031,80.153919",597058,A3,LORA,-115,-10.25,4410
"12.843031,80.153919",597150,A1,LORA,-96,7.25,6138
"12.843031,80.153919",597557,A3,LORA,-101,3.00,4411
"12.843031,80.153919",597649,A1,LORA,-97,6.50,6139
"12.843031,80.153919",597658,A4,WIFI,-82,0,6
"12.843031,80.153919",597917,A5,BLE,-91,0,13367
"12.843031,80.153919",597986,A4,BLE,-90,0,9246
"12.843031,80.153919",598060,A3,LORA,-95,8.50,4412
"12.843031,80.153919",598151,A1,LORA,-100,4.25,6140
"12.843031,80.153919",598558,A3,LORA,-99,5.50,4413
"12.843031,80.153919",598650,A1,LORA,-103,2.75,6141
"12.843031,80.153919",598859,A4,LORA,-115,-10.00,3700
"12.843031,80.153919",598932,A5,LORA,-116,-10.75,5349
"12.843031,80.153919",599059,A3,LORA,-105,1.25,4414
"12.843031,80.153919",599151,A1,LORA,-101,3.25,6142
"12.843031,80.153919",599558,A3,LORA,-103,3.00,4415
"12.843031,80.153919",599620,A4,BLE,-89,0,9254
"12.843031,80.153919",599650,A1,LORA,-103,2.75,6143
"12.843031,80.153919",600061,A3,LORA,-108,-2.50,4416
"12.843031,80.153919",600152,A1,LORA,-97,7.00,6144
"12.843031,80.153919",600434,A5,LORA,-112,-5.75,5352
"12.843031,80.153919",600559,A3,LORA,-107,-1.25,4417
"12.843031,80.153919",600651,A1,LORA,-100,4.75,6145
"12.843031,80.153919",601001,A5,BLE,-94,0,13383
"12.843031,80.153919",601060,A3,LORA,-110,-4.50,4418
"12.843031,80.153919",601152,A1,LORA,-104,2.00,6146
"12.843031,80.153919",601559,A3,LORA,-113,-7.25,4419
"12.843031,80.153919",601637,A2,BLE,-96,0,6413
"12.843031,80.153919",601651,A1,LORA,-102,3.50,6147
"12.843031,80.153919",601933,A5,LORA,-112,-5.75,5355
"12.843031,80.153919",602061,A3,LORA,-112,-5.75,4420
"12.843031,80.153919",602154,A1,LORA,-108,-2.25,6148
"12.843031,80.153919",602435,A5,LORA,-108,-2.00,5356
"12.843031,80.153919",602560,A3,LORA,-108,-2.00,4421
"12.843031,80.153919",602652,A1,LORA,-102,3.50,6149
"12.843031,80.153919",602934,A5,LORA,-112,-6.00,5357
"12.843031,80.153919",603061,A3,LORA,-106,-0.25,4422
"12.843031,80.153919",603153,A1,LORA,-103,2.50,6150
"12.843031,80.153919",603434,A5,LORA,-107,-1.50,5358
"12.843031,80.153919",603560,A3,LORA,-110,-4.25,4423
"12.843031,80.153919",603652,A1,LORA,-96,8.25,6151
"12.843031,80.153919",603934,A5,LORA,-108,-1.50,5359
"12.843031,80.153919",604063,A3,LORA,-110,-4.50,4424
"12.843031,80.153919",604155,A1,LORA,-95,9.25,6152
"12.843031,80.153919",604436,A5,LORA,-111,-4.50,5360
"12.843031,80.153919",604653,A1,LORA,-93,9.50,6153
"12.843031,80.153919",604935,A5,LORA,-113,-7.75,5361
"12.843031,80.153919",605062,A3,LORA,-104,1.00,4426
"12.843031,80.153919",605154,A1,LORA,-94,9.25,6154
"12.843031,80.153919",605561,A3,LORA,-108,-2.75,4427
"12.843031,80.153919",605653,A1,LORA,-92,10.25,6155
"12.843031,80.153919",605935,A5,LORA,-114,-7.50,5363
"12.843031,80.153919",606064,A3,LORA,-114,-9.00,4428
"12.843031,80.153919",606155,A1,LORA,-97,7.50,6156
"12.843031,80.153919",606437,A5,LORA,-117,-11.50,5364
"12.843031,80.153919",606562,A3,LORA,-105,1.50,4429
"12.843031,80.153919",606654,A1,LORA,-98,7.25,6157
"12.843031,80.153919",606862,A4,LORA,-118,-12.25,3716
"12.843031,80.153919",606936,A5,LORA,-118,-11.50,5365
"12.843031,80.153919",607063,A3,LORA,-101,5.25,4430
"12.843031,80.153919",607154,A1,LORA,-102,3.75,6158
"12.843031,80.153919",607562,A3,LORA,-95,8.50,4431
"12.843031,80.153919",607654,A1,LORA,-105,1.00,6159
"12.843031,80.153919",608065,A3,LORA,-96,8.25,4432
"12.843031,80.153919",608156,A1,LORA,-105,0.75,6160
"12.843031,80.153919",608438,A5,LORA,-114,-8.50,5368
"12.843031,80.153919",608563,A3,LORA,-102,3.25,4433
"12.843031,80.153919",608655,A1,LORA,-99,5.25,6161
"12.843031,80.153919",608863,A4,LORA,-117,-11.50,3720
"12.843031,80.153919",608937,A5,LORA,-113,-8.50,5369
"12.843031,80.153919",609064,A3,LORA,-101,4.50,4434
"12.843031,80.153919",609156,A1,LORA,-96,7.75,6162
"12.843031,80.153919",609437,A5,LORA,-115,-10.25,5370
"12.843031,80.153919",609563,A3,LORA,-108,-2.75,4435
"12.843031,80.153919",609655,A1,LORA,-94,9.00,6163
"12.843031,80.153919",610066,A3,LORA,-106,-1.50,4436
"12.843031,80.153919",610157,A1,LORA,-95,8.75,6164
"12.843031,80.153919",610439,A5,LORA,-114,-8.50,5372
"12.843031,80.153919",610564,A3,LORA,-115,-10.00,4437
"12.843031,80.153919",610656,A1,LORA,-93,9.00,6165
"12.843031,80.153919",610687,A4,BLE,-92,0,9309
"12.843106,80.153886",621943,A5,LORA,-116,-8.50,5395
"12.843106,80.153886",622072,A3,LORA,-110,-2.00,4460
"12.843106,80.153886",622163,A1,LORA,-104,3.00,6188
"12.843106,80.153886",622570,A3,LORA,-103,1.50,4461
"12.843106,80.153886",622662,A1,LORA,-103,1.50,6189
"12.843106,80.153886",623071,A3,LORA,-99,4.50,4462
"12.843106,80.153886",623162,A1,LORA,-109,-5.50,6190
"12.843106,80.153886",623570,A3,LORA,-100,3.50,4463
"12.843106,80.153886",623662,A1,LORA,-107,-3.25,6191
"12.843106,80.153886",623870,A4,LORA,-113,-9.00,3750
"12.843106,80.153886",624073,A3,LORA,-99,4.75,4464
"12.843106,80.153886",624164,A1,LORA,-105,-0.75,6192
"12.843106,80.153886",624369,A4,LORA,-113,-8.75,3751
"12.843106,80.153886",624571,A3,LORA,-97,7.00,4465
"12.843106,80.153886",624663,A1,LORA,-108,-3.25,6193
"12.843106,80.153886",625072,A3,LORA,-107,-1.00,4466
"12.843106,80.153886",625164,A1,LORA,-100,5.00,6194
"12.843106,80.153886",625180,A5,BLE,-88,0,13504
"12.843106,80.153886",625503,A1,BLE,-91,0,15487
"12.843106,80.153886",625571,A3,LORA,-113,-7.25,4467
"12.843106,80.153886",625663,A1,LORA,-101,4.25,6195
"12.843106,80.153886",625945,A5,LORA,-116,-11.25,5403
"12.843106,80.153886",626074,A3,LORA,-112,-6.25,4468
"12.843106,80.153886",626165,A1,LORA,-99,5.75,6196
"12.843106,80.153886",626572,A3,LORA,-108,-2.75,4469
"12.843106,80.153886",626664,A1,LORA,-96,7.75,6197
"12.843106,80.153886",627073,A3,LORA,-111,-5.75,4470
"12.843106,80.153886",627164,A1,LORA,-93,9.50,6198
"12.843106,80.153886",627572,A3,LORA,-110,-3.25,4471
"12.843106,80.153886",627631,A5,BLE,-92,0,13514
"12.843106,80.153886",627664,A1,LORA,-93,9.50,6199
"12.843106,80.153886",628074,A3,LORA,-104,1.75,4472
"12.843106,80.153886",628166,A1,LORA,-96,7.75,6200
"12.843106,80.153886",628446,A5,BLE,-92,0,13520
"12.843106,80.153886",628574,A3,LORA,-102,3.75,4473
"12.843106,80.153886",628665,A1,LORA,-97,7.75,6201
"12.843106,80.153886",628947,A5,LORA,-113,-7.50,5409
"12.843106,80.153886",629166,A1,LORA,-98,7.25,6202
"12.843106,80.153886",629447,A5,LORA,-111,-4.50,5410
"12.843106,80.153886",629574,A3,LORA,-106,0.00,4475
"12.843106,80.153886",629665,A1,LORA,-95,9.00,6203
"12.843106,80.153886",629947,A5,LORA,-112,-6.00,5411
"12.843106,80.153886",630076,A3,LORA,-108,-2.00,4476
"12.843106,80.153886",630081,A5,BLE,-93,0,13528
"12.843106,80.153886",630167,A1,LORA,-96,7.75,6204
"12.843106,80.153886",630948,A5,LORA,-113,-6.50,5413
"12.843106,80.153886",631075,A3,LORA,-107,-0.25,4478
"12.843106,80.153886",631166,A1,LORA,-100,5.25,6206
"12.843106,80.153886",631448,A5,LORA,-115,-9.00,5414
"12.843106,80.153886",631574,A3,LORA,-117,-10.50,4479
"12.843106,80.153886",631666,A1,LORA,-99,6.00,6207
"12.843106,80.153886",631948,A5,LORA,-113,-6.75,5415
"12.843106,80.153886",632077,A3,LORA,-112,-5.75,4480
"12.843106,80.153886",632168,A1,LORA,-105,1.50,6208
"12.843106,80.153886",632667,A1,LORA,-98,7.25,6209
"12.843106,80.153886",633076,A3,LORA,-110,-3.75,4482
"12.843106,80.153886",633167,A1,LORA,-101,4.00,6210
"12.843106,80.153886",633374,A4,LORA,-116,-10.00,3769
"12.843106,80.153886",633556,A5,BLE,-94,0,13545
"12.843106,80.153886",633575,A3,LORA,-102,4.25,4483
"12.843106,80.153886",633667,A1,LORA,-108,-2.00,6211
"12.843106,80.153886",633875,A4,LORA,-115,-8.75,3770
"12.843106,80.153886",633949,A5,LORA,-115,-8.75,5419
"12.843106,80.153886",634077,A3,LORA,-96,8.50,4484
"12.843106,80.153886",634169,A1,LORA,-105,1.25,6212
"12.843106,80.153886",634374,A4,LORA,-115,-9.00,3771
"12.843106,80.153886",634576,A3,LORA,-98,7.50,4485
"12.843106,80.153886",634668,A1,LORA,-107,-0.75,6213
"12.843106,80.153886",634901,A5,WIFI,-88,0,6
"12.843106,80.153886",635000,A5,BLE,-88,0,13553
"12.843106,80.153886",635077,A3,LORA,-101,4.50,4486
"12.843106,80.153886",635169,A1,LORA,-111,-5.25,6214
"12.843106,80.153886",635450,A5,LORA,-110,-4.75,5422
"12.843106,80.153886",635576,A3,LORA,-101,4.75,4487
"12.843106,80.153886",635668,A1,LORA,-101,4.50,6215
"12.843106,80.153886",635950,A5,LORA,-111,-5.50,5423
"12.843106,80.153886",636078,A3,LORA,-100,5.25,4488
"12.843106,80.153886",636170,A1,LORA,-97,7.50,6216
"12.843106,80.153886",636355,A1,BLE,-94,0,15539
"12.843106,80.153886",636452,A5,LORA,-114,-8.50,5424
"12.843106,80.153886",636525,A1,WIFI,-90,0,6
"12.843106,80.153886",636577,A3,LORA,-102,4.00,4489
"12.843106,80.153886",636669,A1,LORA,-100,6.00,6217
"12.843157,80.153838",648675,A1,LORA,-104,3.00,6241
"12.843157,80.153838",648957,A5,LORA,-116,-10.00,5449
"12.843157,80.153838",649084,A3,LORA,-101,2.25,4514
"12.843157,80.153838",649583,A3,LORA,-116,-11.00,4515
"12.843157,80.153838",649675,A1,LORA,-105,-0.50,6243
"12.843157,80.153838",650085,A3,LORA,-107,-2.25,4516
"12.843157,80.153838",650177,A1,LORA,-101,3.25,6244
"12.843157,80.153838",650584,A3,LORA,-101,3.50,4517
"12.843157,80.153838",650676,A1,LORA,-103,1.75,6245
"12.843157,80.153838",651085,A3,LORA,-101,4.00,4518
"12.843157,80.153838",651139,A4,WIFI,-90,0,6
"12.843157,80.153838",651177,A1,LORA,-118,-13.25,6246
"12.843157,80.153838",651236,A5,BLE,-90,0,13634
"12.843157,80.153838",651458,A5,LORA,-116,-10.25,5454
"12.843157,80.153838",651584,A3,LORA,-102,3.50,4519
"12.843157,80.153838",651676,A1,LORA,-112,-6.25,6247
"12.843157,80.153838",651958,A5,LORA,-118,-12.25,5455
"12.843157,80.153838",652086,A3,LORA,-97,7.25,4520
"12.843157,80.153838",652178,A1,LORA,-108,-2.25,6248
"12.843157,80.153838",652460,A5,LORA,-113,-8.00,5456
"12.843157,80.153838",652585,A3,LORA,-98,6.25,4521
"12.843157,80.153838",652677,A1,LORA,-114,-8.50,6249
"12.843157,80.153838",652763,A5,WIFI,-91,0,6
"12.843157,80.153838",653086,A3,LORA,-102,3.50,4522
"12.843157,80.153838",653097,A5,BLE,-88,0,13643
"12.843157,80.153838",653177,A1,LORA,-115,-9.25,6250
"12.843157,80.153838",653585,A3,LORA,-100,4.50,4523
"12.843157,80.153838",653677,A1,LORA,-110,-5.25,6251
"12.843157,80.153838",653747,A1,BLE,-93,0,15628
"12.843157,80.153838",654087,A3,LORA,-100,5.00,4524
"12.843157,80.153838",654179,A1,LORA,-109,-3.50,6252
"12.843157,80.153838",654387,A5,WIFI,-88,0,6
"12.843157,80.153838",654586,A3,LORA,-98,6.75,4525
"12.843157,80.153838",654678,A1,LORA,-111,-5.75,6253
"12.843157,80.153838",655087,A3,LORA,-97,7.00,4526
"12.843157,80.153838",655178,A1,LORA,-106,-1.50,6254
"12.843157,80.153838",655372,A3,BLE,-94,0,11316
"12.843157,80.153838",655460,A5,LORA,-116,-11.00,5462
"12.843157,80.153838",655586,A3,LORA,-100,4.75,4527
"12.843157,80.153838",655678,A1,LORA,-102,3.25,6255
"12.843157,80.153838",656089,A3,LORA,-101,4.00,4528
"12.843157,80.153838",656180,A1,LORA,-110,-5.25,6256
"12.843157,80.153838",656462,A5,LORA,-116,-10.75,5464
"12.843157,80.153838",656587,A3,LORA,-102,3.25,4529
"12.843157,80.153838",656679,A1,LORA,-104,1.50,6257
"12.843157,80.153838",657088,A3,LORA,-105,0.50,4530
"12.843157,80.153838",657179,A1,LORA,-113,-8.00,6258
"12.843157,80.153838",657461,A5,LORA,-115,-10.00,5466
"12.843157,80.153838",657587,A3,LORA,-105,0.50,4531
"12.843157,80.153838",657679,A1,LORA,-113,-7.00,6259
"12.843157,80.153838",657961,A5,LORA,-113,-8.00,5467
"12.843157,80.153838",658089,A3,LORA,-112,-6.25,4532
"12.843157,80.153838",658181,A1,LORA,-107,-2.00,6260
"12.843157,80.153838",658463,A5,LORA,-113,-7.00,5468
"12.843157,80.153838",658588,A3,LORA,-105,0.00,4533
"12.843157,80.153838",658680,A1,LORA,-107,-2.00,6261
"12.843157,80.153838",658962,A5,LORA,-110,-4.75,5469
"12.843157,80.153838",659089,A3,LORA,-117,-12.00,4534
"12.843157,80.153838",659181,A1,LORA,-97,6.75,6262
"12.843157,80.153838",659462,A5,LORA,-113,-7.50,5470
"12.843157,80.153838",659588,A3,LORA,-105,0.75,4535
"12.843157,80.153838",659680,A1,LORA,-100,5.00,6263
"12.843157,80.153838",659962,A5,LORA,-114,-8.50,5471
"12.843157,80.153838",660090,A3,LORA,-99,6.00,4536
"12.843157,80.153838",660182,A1,LORA,-98,6.25,6264
"12.843157,80.153838",660589,A3,LORA,-103,1.75,4537
"12.843157,80.153838",660681,A1,LORA,-104,1.50,6265
"12.843157,80.153838",661090,A3,LORA,-104,1.75,4538
"12.843157,80.153838",661181,A1,LORA,-95,9.00,6266
"12.843157,80.153838",661589,A3,LORA,-116,-11.00,4539
"12.843157,80.153838",661681,A1,LORA,-96,8.50,6267
"12.843157,80.153838",662183,A1,LORA,-100,5.00,6268
"12.843157,80.153838",662590,A3,LORA,-102,3.75,4541
"12.843157,80.153838",662682,A1,LORA,-102,3.25,6269
"12.843157,80.153838",663090,A3,LORA,-102,3.00,4542
"12.843157,80.153838",663182,A1,LORA,-102,2.75,6270
"12.843157,80.153838",663465,A5,LORA,-116,-11.25,5478
"12.843157,80.153838",663590,A3,LORA,-104,1.50,4543
"12.843200,80.153783",674596,A3,LORA,-106,1.00,4565
"12.843200,80.153783",674688,A1,LORA,-98,8.50,6293
"12.843200,80.153783",674970,A5,LORA,-118,-10.00,5501
"12.843200,80.153783",675098,A3,LORA,-113,-6.50,4566
"12.843200,80.153783",675188,A1,LORA,-106,-0.50,6294
"12.843200,80.153783",675470,A5,LORA,-109,-5.25,5502
"12.843200,80.153783",675688,A1,LORA,-101,2.50,6295
"12.843200,80.153783",675970,A5,LORA,-100,3.25,5503
"12.843200,80.153783",676098,A3,LORA,-104,-0.25,4568
"12.843200,80.153783",676190,A1,LORA,-101,3.00,6296
"12.843200,80.153783",676472,A5,LORA,-99,5.00,5504
"12.843200,80.153783",676597,A3,LORA,-98,6.75,4569
"12.843200,80.153783",676689,A1,LORA,-103,3.25,6297
"12.843200,80.153783",676918,A5,BLE,-90,0,13761
"12.843200,80.153783",676971,A5,LORA,-95,9.50,5505
"12.843200,80.153783",677098,A3,LORA,-96,8.50,4570
"12.843200,80.153783",677127,A5,BLE,-90,0,13763
"12.843200,80.153783",677190,A1,LORA,-103,3.50,6298
"12.843200,80.153783",677471,A5,LORA,-99,6.25,5506
"12.843200,80.153783",677597,A3,LORA,-96,7.75,4571
"12.843200,80.153783",677689,A1,LORA,-99,5.75,6299
"12.843200,80.153783",677971,A5,LORA,-101,4.75,5507
"12.843200,80.153783",678099,A3,LORA,-99,5.25,4572
"12.843200,80.153783",678191,A1,LORA,-97,7.00,6300
"12.843200,80.153783",678473,A5,LORA,-100,5.25,5508
"12.843200,80.153783",678553,A1,BLE,-88,0,15745
"12.843200,80.153783",678598,A3,LORA,-118,-12.25,4573
"12.843200,80.153783",678690,A1,LORA,-95,8.00,6301
"12.843200,80.153783",678972,A5,LORA,-96,8.25,5509
"12.843200,80.153783",679099,A3,LORA,-108,-1.75,4574
"12.843200,80.153783",679190,A1,LORA,-93,9.50,6302
"12.843200,80.153783",679472,A5,LORA,-101,4.25,5510
"12.843200,80.153783",679598,A3,LORA,-105,0.50,4575
"12.843200,80.153783",679690,A1,LORA,-94,9.25,6303
"12.843200,80.153783",679972,A5,LORA,-109,-2.75,5511
"12.843200,80.153783",680100,A3,LORA,-108,-2.00,4576
"12.843200,80.153783",680192,A1,LORA,-99,6.25,6304
"12.843200,80.153783",680474,A5,LORA,-102,3.25,5512
"12.843200,80.153783",680593,A1,BLE,-90,0,15762
"12.843200,80.153783",680599,A3,LORA,-106,-0.25,4577
"12.843200,80.153783",680691,A1,LORA,-103,3.00,6305
"12.843200,80.153783",680973,A5,LORA,-98,6.50,5513
"12.843200,80.153783",681099,A3,LORA,-100,5.00,4578
"12.843200,80.153783",681191,A1,LORA,-106,-0.25,6306
"12.843200,80.153783",681473,A5,LORA,-98,7.00,5514
"12.843200,80.153783",681599,A3,LORA,-105,1.25,4579
"12.843200,80.153783",681691,A1,LORA,-100,5.25,6307
"12.843200,80.153783",681973,A5,LORA,-97,8.00,5515
"12.843200,80.153783",682101,A3,LORA,-111,-5.00,4580
"12.843200,80.153783",682193,A1,LORA,-102,3.25,6308
"12.843200,80.153783",682475,A5,LORA,-99,5.25,5516
"12.843200,80.153783",682600,A3,LORA,-110,-4.75,4581
"12.843200,80.153783",682692,A1,LORA,-98,6.25,6309
"12.843200,80.153783",682974,A5,LORA,-95,8.50,5517
"12.843200,80.153783",683100,A3,LORA,-112,-6.75,4582
"12.843200,80.153783",683193,A1,LORA,-97,7.75,6310
"12.843200,80.153783",683474,A5,LORA,-98,7.00,5518
"12.843200,80.153783",683600,A3,LORA,-112,-5.25,4583
"12.843200,80.153783",683681,A1,BLE,-94,0,15777
"12.843200,80.153783",683692,A1,LORA,-98,6.75,6311
"12.843200,80.153783",683974,A5,LORA,-98,6.75,5519
"12.843200,80.153783",684103,A3,LORA,-108,-2.75,4584
"12.843200,80.153783",684194,A1,LORA,-97,7.25,6312
"12.843200,80.153783",684476,A5,LORA,-108,-2.00,5520
"12.843200,80.153783",684601,A3,LORA,-110,-3.25,4585
"12.843200,80.153783",684693,A1,LORA,-96,8.25,6313
"12.843200,80.153783",684975,A5,LORA,-101,4.50,5521
"12.843200,80.153783",685193,A1,LORA,-100,4.75,6314
"12.843200,80.153783",685475,A5,LORA,-99,5.50,5522
"12.843200,80.153783",685601,A3,LORA,-110,-4.25,4587
"12.843200,80.153783",685693,A1,LORA,-103,2.25,6315
"12.843200,80.153783",685975,A5,LORA,-100,5.25,5523
"12.843200,80.153783",686103,A3,LORA,-103,2.75,4588
"12.843200,80.153783",686195,A1,LORA,-105,1.25,6316
"12.843200,80.153783",686477,A5,LORA,-100,6.00,5524
"12.843200,80.153783",686602,A3,LORA,-98,7.75,4589
"12.843200,80.153783",686694,A1,LORA,-102,4.25,6317
"12.843200,80.153783",686976,A5,LORA,-102,4.75,5525
"12.843200,80.153783",687102,A3,LORA,-95,9.00,4590
"12.843200,80.153783",687194,A1,LORA,-113,-6.50,6318
"12.843200,80.153783",687476,A5,LORA,-95,8.75,5526
"12.843200,80.153783",687602,A3,LORA,-95,8.75,4591
"12.843200,80.153783",687694,A1,LORA,-99,6.50,6319
"12.843200,80.153783",687976,A5,LORA,-101,4.50,5527
"12.843200,80.153783",688104,A3,LORA,-100,5.75,4592
"12.843200,80.153783",688196,A1,LORA,-99,6.00,6320
"12.843200,80.153783",688450,A1,WIFI,-87,0,6
"12.843200,80.153783",688478,A5,LORA,-100,5.00,5528
"12.843200,80.153783",688603,A3,LORA,-102,4.25,4593
"12.843200,80.153783",688695,A1,LORA,-99,5.50,6321
"12.843200,80.153783",688977,A5,LORA,-94,9.50,5529
